,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
5381276,2015,12,3,4,OO,5315,N939SW,DVL,DEN,1503,1500.0,-3.0,10.0,1510.0,126.0,105.0,88.0,638,1538.0,7.0,1609,1545.0,-24.0,0,0,,,,,,
3251379,2015,7,22,3,EV,4086,N18556,HRL,IAH,1638,1628.0,-10.0,16.0,1644.0,76.0,77.0,51.0,295,1735.0,10.0,1754,1745.0,-9.0,0,0,,,,,,
1082949,2015,3,12,4,DL,976,N376NW,SLC,PDX,1120,1117.0,-3.0,14.0,1131.0,115.0,115.0,96.0,630,1207.0,5.0,1215,1212.0,-3.0,0,0,,,,,,
5032873,2015,11,11,3,UA,1904,N28478,EWR,PHX,730,728.0,-2.0,16.0,744.0,341.0,337.0,316.0,2133,1100.0,5.0,1111,1105.0,-6.0,0,0,,,,,,
106958,2015,1,7,3,HA,322,N475HA,HNL,ITO,1810,1816.0,6.0,14.0,1830.0,50.0,53.0,34.0,216,1904.0,5.0,1900,1909.0,9.0,0,0,,,,,,
2590168,2015,6,13,6,WN,4259,N756SA,PHX,DEN,730,731.0,1.0,9.0,740.0,105.0,94.0,79.0,602,959.0,6.0,1015,1005.0,-10.0,0,0,,,,,,
326331,2015,1,22,4,WN,2867,N447WN,SAT,LAX,1130,1126.0,-4.0,9.0,1135.0,200.0,202.0,167.0,1211,1222.0,26.0,1250,1248.0,-2.0,0,0,,,,,,
3190430,2015,7,19,7,DL,1689,N364NW,MSP,OMA,740,734.0,-6.0,9.0,743.0,68.0,56.0,45.0,282,828.0,2.0,848,830.0,-18.0,0,0,,,,,,
1158729,2015,3,17,2,EV,6019,N13968,ELM,ORD,600,551.0,-9.0,11.0,602.0,130.0,140.0,110.0,566,652.0,19.0,710,711.0,1.0,0,0,,,,,,
4048734,2015,9,9,3,WN,1227,N367SW,DAL,OKC,1055,1109.0,14.0,36.0,1145.0,50.0,73.0,33.0,181,1218.0,4.0,1145,1222.0,37.0,0,0,,23.0,0.0,11.0,3.0,0.0
4504885,2015,10,8,4,OO,4969,N925SW,14869,14771,1330,1334.0,4.0,10.0,1344.0,136.0,117.0,102.0,599,1426.0,5.0,1446,1431.0,-15.0,0,0,,,,,,
4487514,2015,10,7,3,UA,1107,N62849,12264,13204,1234,1235.0,1.0,15.0,1250.0,137.0,126.0,104.0,758,1434.0,7.0,1451,1441.0,-10.0,0,0,,,,,,
4606237,2015,10,14,3,UA,1149,N76504,11618,13204,2029,2024.0,-5.0,15.0,2039.0,173.0,157.0,132.0,937,2251.0,10.0,2322,2301.0,-21.0,0,0,,,,,,
2914348,2015,7,2,4,WN,746,N708SW,LAS,RNO,1235,1248.0,13.0,9.0,1257.0,75.0,65.0,52.0,345,1349.0,4.0,1350,1353.0,3.0,0,0,,,,,,
1466360,2015,4,4,6,DL,2077,N940DL,MCO,LGA,1959,1952.0,-7.0,11.0,2003.0,154.0,136.0,121.0,950,2204.0,4.0,2233,2208.0,-25.0,0,0,,,,,,
3517973,2015,8,7,5,MQ,3300,N627MQ,DAY,ORD,1110,1123.0,13.0,19.0,1142.0,73.0,98.0,42.0,240,1124.0,37.0,1123,1201.0,38.0,0,0,,25.0,0.0,4.0,9.0,0.0
5014769,2015,11,10,2,WN,2162,N497WN,PVD,FLL,530,531.0,1.0,11.0,542.0,205.0,186.0,170.0,1188,832.0,5.0,855,837.0,-18.0,0,0,,,,,,
4641171,2015,10,17,6,UA,330,N457UA,10821,14771,600,555.0,-5.0,14.0,609.0,351.0,358.0,334.0,2457,843.0,10.0,851,853.0,2.0,0,0,,,,,,
1857912,2015,4,29,3,WN,1214,N786SW,LAS,MAF,755,750.0,-5.0,15.0,805.0,115.0,120.0,100.0,795,1145.0,5.0,1150,1150.0,0.0,0,0,,,,,,
2394239,2015,6,1,1,MQ,3176,N634MQ,DFW,PIA,1334,1326.0,-8.0,14.0,1340.0,118.0,117.0,99.0,672,1519.0,4.0,1532,1523.0,-9.0,0,0,,,,,,
4814267,2015,10,28,3,AA,1732,N756US,11057,11278,735,728.0,-7.0,16.0,744.0,79.0,81.0,59.0,331,843.0,6.0,854,849.0,-5.0,0,0,,,,,,
2370864,2015,5,31,7,WN,3946,N461WN,DEN,LAS,700,658.0,-2.0,11.0,709.0,110.0,103.0,84.0,628,733.0,8.0,750,741.0,-9.0,0,0,,,,,,
3842364,2015,8,27,4,WN,2242,N7816B,MDW,TPA,635,630.0,-5.0,8.0,638.0,150.0,138.0,125.0,997,943.0,5.0,1005,948.0,-17.0,0,0,,,,,,
4100068,2015,9,12,6,WN,3803,N8301J,PHX,STL,1735,1734.0,-1.0,8.0,1742.0,175.0,175.0,160.0,1262,2222.0,7.0,2230,2229.0,-1.0,0,0,,,,,,
1701925,2015,4,19,7,EV,4651,N14162,SAV,ORD,1435,1432.0,-3.0,12.0,1444.0,146.0,143.0,116.0,773,1540.0,15.0,1601,1555.0,-6.0,0,0,,,,,,
303188,2015,1,20,2,DL,864,N348NB,MSP,MSN,1942,1939.0,-3.0,33.0,2012.0,63.0,76.0,40.0,228,2052.0,3.0,2045,2055.0,10.0,0,0,,,,,,
3307076,2015,7,26,7,AA,1174,N3KGAA,RNO,DFW,600,557.0,-3.0,13.0,610.0,193.0,194.0,167.0,1345,1057.0,14.0,1113,1111.0,-2.0,0,0,,,,,,
4775284,2015,10,25,7,AA,1086,N5FNAA,10721,13303,1700,1701.0,1.0,15.0,1716.0,203.0,194.0,170.0,1258,2006.0,9.0,2023,2015.0,-8.0,0,0,,,,,,
227779,2015,1,15,4,WN,4020,N412WN,TPA,BWI,1730,1748.0,18.0,9.0,1757.0,130.0,121.0,108.0,842,1945.0,4.0,1940,1949.0,9.0,0,0,,,,,,
4195523,2015,9,18,5,DL,1615,N627DL,FLL,ATL,1755,1750.0,-5.0,15.0,1805.0,120.0,108.0,78.0,581,1923.0,15.0,1955,1938.0,-17.0,0,0,,,,,,
2025628,2015,5,9,6,OO,4494,N447SW,MSP,GRR,1309,1306.0,-3.0,26.0,1332.0,86.0,91.0,62.0,408,1534.0,3.0,1535,1537.0,2.0,0,0,,,,,,
4041293,2015,9,8,2,WN,374,N764SW,DEN,SAT,1925,1951.0,26.0,15.0,2006.0,120.0,116.0,96.0,794,2242.0,5.0,2225,2247.0,22.0,0,0,,0.0,0.0,22.0,0.0,0.0
1607644,2015,4,13,1,NK,323,N639NK,MSP,LAX,1616,1608.0,-8.0,14.0,1622.0,238.0,232.0,209.0,1535,1751.0,9.0,1814,1800.0,-14.0,0,0,,,,,,
429231,2015,1,29,4,UA,1603,N66828,IAH,SAN,845,842.0,-3.0,24.0,906.0,216.0,206.0,178.0,1303,1004.0,4.0,1021,1008.0,-13.0,0,0,,,,,,
4931584,2015,11,4,3,DL,1114,N370NW,SLC,BWI,1655,1709.0,14.0,14.0,1723.0,242.0,228.0,207.0,1865,2250.0,7.0,2257,2257.0,0.0,0,0,,,,,,
2214032,2015,5,21,4,OO,4793,N936SW,MKE,DTW,710,725.0,15.0,12.0,737.0,78.0,60.0,41.0,237,918.0,7.0,928,925.0,-3.0,0,0,,,,,,
1751001,2015,4,22,3,WN,901,N404WN,BOS,BWI,1345,1341.0,-4.0,13.0,1354.0,95.0,82.0,66.0,369,1500.0,3.0,1520,1503.0,-17.0,0,0,,,,,,
2555685,2015,6,11,4,UA,1203,N69838,ORD,CLE,730,722.0,-8.0,15.0,737.0,77.0,70.0,51.0,315,928.0,4.0,947,932.0,-15.0,0,0,,,,,,
1934615,2015,5,3,7,US,1998,N124US,CLT,BWI,2225,2311.0,46.0,13.0,2324.0,80.0,74.0,55.0,361,19.0,6.0,2345,25.0,40.0,0,0,,0.0,0.0,40.0,0.0,0.0
2980854,2015,7,6,1,EV,4396,N12921,IAH,TUL,1735,1732.0,-3.0,14.0,1746.0,91.0,83.0,65.0,429,1851.0,4.0,1906,1855.0,-11.0,0,0,,,,,,
1857090,2015,4,29,3,AA,50,N467AA,SJC,DFW,705,706.0,1.0,14.0,720.0,211.0,221.0,200.0,1438,1240.0,7.0,1236,1247.0,11.0,0,0,,,,,,
3942842,2015,9,2,3,AA,2030,N954UW,ATL,PHL,1057,1048.0,-9.0,14.0,1102.0,125.0,111.0,91.0,666,1233.0,6.0,1302,1239.0,-23.0,0,0,,,,,,
5041466,2015,11,11,3,EV,5565,N926EV,ATL,OAJ,1611,1655.0,44.0,15.0,1710.0,79.0,76.0,58.0,399,1808.0,3.0,1730,1811.0,41.0,0,0,,0.0,0.0,41.0,0.0,0.0
2147100,2015,5,17,7,HA,122,N479HA,HNL,ITO,727,720.0,-7.0,10.0,730.0,50.0,51.0,36.0,216,806.0,5.0,817,811.0,-6.0,0,0,,,,,,
3054454,2015,7,10,5,AS,70,N797AS,JNU,SIT,2223,2200.0,-23.0,6.0,2206.0,36.0,32.0,23.0,95,2229.0,3.0,2259,2232.0,-27.0,0,0,,,,,,
684153,2015,2,15,7,NK,345,N614NK,MSP,PHX,929,921.0,-8.0,34.0,955.0,203.0,226.0,186.0,1276,1201.0,6.0,1152,1207.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0
4395871,2015,10,1,4,UA,743,N458UA,12889,11618,1515,1523.0,8.0,13.0,1536.0,304.0,290.0,265.0,2227,2301.0,12.0,2319,2313.0,-6.0,0,0,,,,,,
3627975,2015,8,13,4,WN,2617,N7814B,LAX,DEN,2045,2154.0,69.0,13.0,2207.0,130.0,132.0,111.0,862,58.0,8.0,2355,106.0,71.0,0,0,,2.0,0.0,0.0,69.0,0.0
3331685,2015,7,27,1,WN,466,N8603F,LAS,MCO,1300,1311.0,11.0,11.0,1322.0,280.0,265.0,245.0,2039,2027.0,9.0,2040,2036.0,-4.0,0,0,,,,,,
3353491,2015,7,28,2,AS,64,N779AS,WRG,KTN,1730,1723.0,-7.0,8.0,1731.0,29.0,32.0,20.0,82,1751.0,4.0,1759,1755.0,-4.0,0,0,,,,,,
4632844,2015,10,16,5,UA,673,N460UA,14771,11618,1349,1943.0,354.0,24.0,2007.0,338.0,310.0,277.0,2565,344.0,9.0,2227,353.0,326.0,0,0,,0.0,0.0,0.0,326.0,0.0
856622,2015,2,26,4,F9,903,N902FR,TTN,FLL,830,900.0,30.0,7.0,907.0,196.0,173.0,159.0,1026,1146.0,7.0,1146,1153.0,7.0,0,0,,,,,,
3685532,2015,8,17,1,UA,737,N814UA,IAH,DEN,1250,1313.0,23.0,20.0,1333.0,162.0,145.0,119.0,862,1432.0,6.0,1432,1438.0,6.0,0,0,,,,,,
1801411,2015,4,25,6,OO,6308,N983CA,BZN,DEN,1515,1503.0,-12.0,9.0,1512.0,106.0,94.0,77.0,524,1629.0,8.0,1701,1637.0,-24.0,0,0,,,,,,
1337780,2015,3,27,5,AA,145,N3JCAA,MIA,SAN,2005,2022.0,17.0,19.0,2041.0,345.0,,,2267,1117.0,2.0,2250,1119.0,,1,0,,,,,,
1211443,2015,3,20,5,VX,360,N625VA,LAX,BOS,825,818.0,-7.0,11.0,829.0,325.0,308.0,291.0,2611,1620.0,6.0,1650,1626.0,-24.0,0,0,,,,,,
4754239,2015,10,24,6,WN,4886,N8322X,10693,11697,835,833.0,-2.0,8.0,841.0,130.0,111.0,98.0,793,1119.0,5.0,1145,1124.0,-21.0,0,0,,,,,,
2796955,2015,6,25,4,WN,332,N7744A,BNA,LAX,1210,1208.0,-2.0,9.0,1217.0,260.0,246.0,228.0,1797,1405.0,9.0,1430,1414.0,-16.0,0,0,,,,,,
3588728,2015,8,11,2,OO,6378,N106SY,DCA,ORD,1547,1545.0,-2.0,17.0,1602.0,133.0,141.0,101.0,612,1643.0,23.0,1700,1706.0,6.0,0,0,,,,,,
5029267,2015,11,10,2,AA,2501,N3ERAA,DFW,BNA,2020,2015.0,-5.0,10.0,2025.0,108.0,88.0,74.0,631,2139.0,4.0,2208,2143.0,-25.0,0,0,,,,,,
4989323,2015,11,8,7,OO,4709,N631SK,SEA,SMF,1259,1254.0,-5.0,18.0,1312.0,111.0,114.0,94.0,605,1446.0,2.0,1450,1448.0,-2.0,0,0,,,,,,
1902536,2015,5,1,5,WN,113,N241WN,BNA,MDW,1850,1908.0,18.0,9.0,1917.0,95.0,79.0,68.0,395,2025.0,2.0,2025,2027.0,2.0,0,0,,,,,,
968242,2015,3,5,4,AS,151,N763AS,ANC,OME,1025,1018.0,-7.0,8.0,1026.0,95.0,112.0,100.0,539,1206.0,4.0,1200,1210.0,10.0,0,0,,,,,,
1825394,2015,4,27,1,US,821,N700UW,ROC,CLT,825,850.0,25.0,11.0,901.0,122.0,110.0,94.0,573,1035.0,5.0,1027,1040.0,13.0,0,0,,,,,,
4736985,2015,10,23,5,AA,2265,N3CCAA,13303,14100,715,714.0,-1.0,18.0,732.0,168.0,172.0,149.0,1013,1001.0,5.0,1003,1006.0,3.0,0,0,,,,,,
3951823,2015,9,2,3,EV,4304,N13133,DSM,ORD,2000,2003.0,3.0,9.0,2012.0,85.0,77.0,54.0,299,2106.0,14.0,2125,2120.0,-5.0,0,0,,,,,,
768870,2015,2,20,5,B6,940,N784JB,SRQ,BOS,1340,1334.0,-6.0,10.0,1344.0,177.0,174.0,161.0,1220,1625.0,3.0,1637,1628.0,-9.0,0,0,,,,,,
208992,2015,1,14,3,AA,1294,N3DDAA,MIA,MSP,1430,1526.0,56.0,12.0,1538.0,235.0,239.0,220.0,1501,1818.0,7.0,1725,1825.0,60.0,0,0,,4.0,0.0,4.0,52.0,0.0
3721635,2015,8,19,3,UA,720,N469UA,SFO,DEN,1533,1534.0,1.0,16.0,1550.0,157.0,144.0,119.0,967,1849.0,9.0,1910,1858.0,-12.0,0,0,,,,,,
3576830,2015,8,10,1,UA,1033,N27421,IAH,SFO,2110,2133.0,23.0,18.0,2151.0,245.0,229.0,206.0,1635,2317.0,5.0,2315,2322.0,7.0,0,0,,,,,,
4653634,2015,10,18,7,UA,1678,N33284,11278,12266,545,544.0,-1.0,9.0,553.0,188.0,187.0,169.0,1208,742.0,9.0,753,751.0,-2.0,0,0,,,,,,
3471597,2015,8,4,2,AA,65,N871AA,JFK,MIA,1700,1713.0,13.0,41.0,1754.0,213.0,208.0,161.0,1089,2035.0,6.0,2033,2041.0,8.0,0,0,,,,,,
1293187,2015,3,25,3,DL,1687,N935DN,MSP,SAN,920,916.0,-4.0,16.0,932.0,237.0,222.0,201.0,1532,1053.0,5.0,1117,1058.0,-19.0,0,0,,,,,,
4023882,2015,9,7,1,AA,555,N658AW,PHL,SLC,1815,1807.0,-8.0,32.0,1839.0,313.0,300.0,262.0,1927,2101.0,6.0,2128,2107.0,-21.0,0,0,,,,,,
1313337,2015,3,26,4,AA,2320,N4XYAA,DFW,MSP,1245,1241.0,-4.0,17.0,1258.0,144.0,140.0,115.0,852,1453.0,8.0,1509,1501.0,-8.0,0,0,,,,,,
1831147,2015,4,27,1,AA,2235,N3HMAA,PBI,DFW,1400,1400.0,0.0,16.0,1416.0,195.0,183.0,162.0,1102,1558.0,5.0,1615,1603.0,-12.0,0,0,,,,,,
2216723,2015,5,21,4,AS,84,N464AS,ANC,SEA,950,945.0,-5.0,14.0,959.0,203.0,203.0,182.0,1448,1401.0,7.0,1413,1408.0,-5.0,0,0,,,,,,
5745725,2015,12,27,7,EV,4384,N11184,IAH,AEX,1025,1019.0,-6.0,21.0,1040.0,58.0,55.0,31.0,190,1111.0,3.0,1123,1114.0,-9.0,0,0,,,,,,
3650153,2015,8,15,6,WN,2970,N760SW,BDL,FLL,905,944.0,39.0,10.0,954.0,190.0,185.0,167.0,1173,1241.0,8.0,1215,1249.0,34.0,0,0,,0.0,0.0,34.0,0.0,0.0
723002,2015,2,17,2,WN,2242,N8317M,MDW,BWI,1635,1659.0,24.0,22.0,1721.0,105.0,114.0,81.0,611,1942.0,11.0,1920,1953.0,33.0,0,0,,9.0,0.0,22.0,2.0,0.0
5219651,2015,11,23,1,WN,134,N925WN,HOU,LAS,615,611.0,-4.0,7.0,618.0,200.0,196.0,184.0,1235,722.0,5.0,735,727.0,-8.0,0,0,,,,,,
3270418,2015,7,23,4,WN,669,N8654B,MCO,DAL,1810,1820.0,10.0,33.0,1853.0,160.0,165.0,125.0,973,1958.0,7.0,1950,2005.0,15.0,0,0,,5.0,0.0,0.0,10.0,0.0
1109987,2015,3,13,5,EV,5505,N919EV,DTW,LAN,2145,2141.0,-4.0,11.0,2152.0,46.0,31.0,18.0,74,2210.0,2.0,2231,2212.0,-19.0,0,0,,,,,,
2672239,2015,6,18,4,HA,114,N479HA,HNL,OGG,611,606.0,-5.0,12.0,618.0,41.0,41.0,22.0,100,640.0,7.0,652,647.0,-5.0,0,0,,,,,,
3397665,2015,7,31,5,B6,1,N586JB,JFK,FLL,946,954.0,8.0,24.0,1018.0,186.0,187.0,157.0,1069,1255.0,6.0,1252,1301.0,9.0,0,0,,,,,,
766533,2015,2,20,5,HA,328,N483HA,HNL,OGG,1119,1119.0,0.0,11.0,1130.0,39.0,39.0,21.0,100,1151.0,7.0,1158,1158.0,0.0,0,0,,,,,,
475384,2015,2,1,7,AS,572,N407AS,PDX,SAN,1215,1216.0,1.0,9.0,1225.0,138.0,128.0,116.0,933,1421.0,3.0,1433,1424.0,-9.0,0,0,,,,,,
3417939,2015,8,1,6,AA,2480,N5DEAA,DFW,LAX,1325,1342.0,17.0,13.0,1355.0,197.0,187.0,156.0,1235,1431.0,18.0,1442,1449.0,7.0,0,0,,,,,,
4471248,2015,10,6,2,OO,4449,N606SK,14747,14893,1230,1228.0,-2.0,33.0,1301.0,113.0,111.0,74.0,605,1415.0,4.0,1423,1419.0,-4.0,0,0,,,,,,
2366742,2015,5,30,6,WN,2800,N427WN,GSP,HOU,1735,1804.0,29.0,8.0,1812.0,150.0,,,845,2329.0,6.0,1905,2335.0,,1,0,,,,,,
423613,2015,1,28,3,WN,940,N602SW,PHX,SAN,1900,1903.0,3.0,9.0,1912.0,65.0,60.0,47.0,304,1859.0,4.0,1905,1903.0,-2.0,0,0,,,,,,
899029,2015,2,28,6,UA,1568,N38424,SFO,SAN,2235,2242.0,7.0,12.0,2254.0,90.0,82.0,68.0,447,2.0,2.0,5,4.0,-1.0,0,0,,,,,,
5023975,2015,11,10,2,EV,5482,N860AS,ATL,CRW,1454,1609.0,75.0,15.0,1624.0,82.0,77.0,61.0,363,1725.0,1.0,1616,1726.0,70.0,0,0,,0.0,0.0,70.0,0.0,0.0
4976396,2015,11,7,6,WN,543,N7706A,MDW,LAX,1315,1316.0,1.0,8.0,1324.0,275.0,234.0,213.0,1750,1457.0,13.0,1550,1510.0,-40.0,0,0,,,,,,
5120366,2015,11,16,1,B6,1407,N328JB,JFK,IAD,1700,1657.0,-3.0,15.0,1712.0,78.0,69.0,48.0,228,1800.0,6.0,1818,1806.0,-12.0,0,0,,,,,,
5295755,2015,11,28,6,WN,222,N388SW,BWI,ATL,1200,1209.0,9.0,11.0,1220.0,115.0,106.0,86.0,577,1346.0,9.0,1355,1355.0,0.0,0,0,,,,,,
4362705,2015,9,29,2,WN,3245,N604SW,LAX,DAL,1430,1437.0,7.0,11.0,1448.0,180.0,172.0,157.0,1246,1925.0,4.0,1930,1929.0,-1.0,0,0,,,,,,
5777758,2015,12,29,2,AA,295,N865AA,MIA,LAX,930,928.0,-2.0,19.0,947.0,362.0,344.0,320.0,2342,1207.0,5.0,1232,1212.0,-20.0,0,0,,,,,,
3520523,2015,8,7,5,OO,7438,N454SW,SLC,EKO,1345,1345.0,0.0,12.0,1357.0,52.0,54.0,37.0,200,1334.0,5.0,1337,1339.0,2.0,0,0,,,,,,
4400227,2015,10,1,4,DL,2830,N838DN,13204,10397,1930,1942.0,12.0,11.0,1953.0,99.0,92.0,64.0,404,2057.0,17.0,2109,2114.0,5.0,0,0,,,,,,
5493958,2015,12,10,4,F9,1180,N952FR,LAX,MCO,2050,2043.0,-7.0,16.0,2059.0,285.0,270.0,247.0,2218,406.0,7.0,435,413.0,-22.0,0,0,,,,,,
2110914,2015,5,14,4,WN,2347,N8319F,LGA,DAL,1750,1758.0,8.0,9.0,1807.0,245.0,215.0,186.0,1381,2013.0,20.0,2055,2033.0,-22.0,0,0,,,,,,
1768869,2015,4,23,4,EV,5786,N11536,VPS,IAH,1458,1505.0,7.0,13.0,1518.0,117.0,117.0,96.0,528,1654.0,8.0,1655,1702.0,7.0,0,0,,,,,,
118402,2015,1,8,4,DL,2424,N387DA,SEA,DTW,1350,1449.0,59.0,14.0,1503.0,239.0,233.0,208.0,1927,2131.0,11.0,2049,2142.0,53.0,0,0,,0.0,0.0,10.0,43.0,0.0
1083693,2015,3,12,4,UA,1489,N17133,LAX,EWR,1200,1204.0,4.0,15.0,1219.0,324.0,310.0,283.0,2454,2002.0,12.0,2024,2014.0,-10.0,0,0,,,,,,
169118,2015,1,12,1,DL,1608,N377NW,BOI,MSP,520,518.0,-2.0,52.0,610.0,175.0,199.0,140.0,1142,930.0,7.0,915,937.0,22.0,0,0,,22.0,0.0,0.0,0.0,0.0
3876866,2015,8,29,6,WN,227,N463WN,BWI,AUS,735,729.0,-6.0,22.0,751.0,210.0,198.0,170.0,1342,941.0,6.0,1005,947.0,-18.0,0,0,,,,,,
1662536,2015,4,16,4,WN,927,N8306H,HOU,LAX,2210,2324.0,74.0,11.0,2335.0,215.0,227.0,209.0,1390,104.0,7.0,2345,111.0,86.0,0,0,,34.0,0.0,0.0,52.0,0.0
1090444,2015,3,12,4,OO,2859,N863AS,SMF,LAX,1844,1919.0,35.0,8.0,1927.0,96.0,76.0,57.0,373,2024.0,11.0,2020,2035.0,15.0,0,0,,0.0,0.0,0.0,15.0,0.0
1065568,2015,3,11,3,OO,6336,N928SW,RNO,SFO,1042,1042.0,0.0,37.0,1119.0,73.0,91.0,48.0,192,1207.0,6.0,1155,1213.0,18.0,0,0,,18.0,0.0,0.0,0.0,0.0
4731339,2015,10,22,4,WN,240,N262WN,13232,13198,1800,1929.0,89.0,10.0,1939.0,85.0,74.0,60.0,405,2039.0,4.0,1925,2043.0,78.0,0,0,,0.0,0.0,9.0,69.0,0.0
5567357,2015,12,15,2,DL,1314,N948DL,ATL,CMH,1819,1819.0,0.0,13.0,1832.0,93.0,82.0,64.0,447,1936.0,5.0,1952,1941.0,-11.0,0,0,,,,,,
156966,2015,1,11,7,HA,7,N374HA,LAS,HNL,900,858.0,-2.0,19.0,917.0,375.0,368.0,343.0,2762,1300.0,6.0,1315,1306.0,-9.0,0,0,,,,,,
668822,2015,2,14,6,WN,4491,N372SW,OAK,LAS,600,600.0,0.0,20.0,620.0,90.0,90.0,66.0,407,726.0,4.0,730,730.0,0.0,0,0,,,,,,
4018605,2015,9,7,1,WN,6864,N779SW,FLL,BDL,1255,1253.0,-2.0,50.0,1343.0,180.0,208.0,155.0,1173,1618.0,3.0,1555,1621.0,26.0,0,0,,26.0,0.0,0.0,0.0,0.0
1343790,2015,3,28,6,OO,4453,N625CA,SLC,LAS,950,943.0,-7.0,30.0,1013.0,81.0,98.0,62.0,368,1015.0,6.0,1011,1021.0,10.0,0,0,,,,,,
3635318,2015,8,14,5,EV,4371,N12922,IAH,XNA,1055,1049.0,-6.0,16.0,1105.0,96.0,96.0,75.0,438,1220.0,5.0,1231,1225.0,-6.0,0,0,,,,,,
391660,2015,1,26,1,EV,5389,N723EV,ROC,LGA,1742,,,,,84.0,,,254,,,1906,,,0,1,A,,,,,
2095865,2015,5,13,3,AS,518,N619AS,SEA,SNA,1945,1940.0,-5.0,11.0,1951.0,148.0,151.0,136.0,978,2207.0,4.0,2213,2211.0,-2.0,0,0,,,,,,
484068,2015,2,2,1,WN,922,N949WN,SMF,SNA,605,604.0,-1.0,11.0,615.0,90.0,80.0,64.0,404,719.0,5.0,735,724.0,-11.0,0,0,,,,,,
926676,2015,3,2,1,B6,1281,N339JB,BOS,RIC,1727,1749.0,22.0,25.0,1814.0,106.0,110.0,82.0,474,1936.0,3.0,1913,1939.0,26.0,0,0,,4.0,0.0,8.0,14.0,0.0
3522868,2015,8,7,5,OO,5205,N131SY,ORD,DCA,1600,1600.0,0.0,29.0,1629.0,119.0,123.0,90.0,612,1859.0,4.0,1859,1903.0,4.0,0,0,,,,,,
5007899,2015,11,9,1,AA,2142,N753US,BOS,DCA,1500,1454.0,-6.0,19.0,1513.0,97.0,97.0,75.0,399,1628.0,3.0,1637,1631.0,-6.0,0,0,,,,,,
3819383,2015,8,25,2,WN,838,N488WN,BWI,BUF,1635,1641.0,6.0,12.0,1653.0,65.0,62.0,47.0,281,1740.0,3.0,1740,1743.0,3.0,0,0,,,,,,
5019946,2015,11,10,2,UA,597,N38417,LAS,ORD,1043,1042.0,-1.0,15.0,1057.0,222.0,190.0,166.0,1514,1543.0,9.0,1625,1552.0,-33.0,0,0,,,,,,
5578291,2015,12,16,3,AA,1849,N107US,CLT,JAX,1315,1313.0,-2.0,17.0,1330.0,82.0,86.0,57.0,328,1427.0,12.0,1437,1439.0,2.0,0,0,,,,,,
4778847,2015,10,25,7,OO,6293,N962SW,10157,14771,2041,2055.0,14.0,17.0,2112.0,64.0,72.0,47.0,250,2159.0,8.0,2145,2207.0,22.0,0,0,,8.0,0.0,0.0,14.0,0.0
3110248,2015,7,14,2,MQ,3182,N925MQ,FNT,ORD,1110,1107.0,-3.0,10.0,1117.0,75.0,66.0,46.0,223,1103.0,10.0,1125,1113.0,-12.0,0,0,,,,,,
286693,2015,1,19,1,AA,2399,N4XFAA,IAH,DFW,1825,1813.0,-12.0,19.0,1832.0,75.0,70.0,44.0,224,1916.0,7.0,1940,1923.0,-17.0,0,0,,,,,,
2663930,2015,6,17,3,OO,5367,N964SW,SFO,ONT,1451,1449.0,-2.0,19.0,1508.0,90.0,90.0,68.0,363,1616.0,3.0,1621,1619.0,-2.0,0,0,,,,,,
3836077,2015,8,26,3,DL,455,N393DA,JFK,PHX,1645,1644.0,-1.0,36.0,1720.0,330.0,320.0,277.0,2153,1857.0,7.0,1915,1904.0,-11.0,0,0,,,,,,
5325134,2015,11,30,1,UA,1127,N812UA,IAH,OKC,715,717.0,2.0,20.0,737.0,92.0,83.0,57.0,395,834.0,6.0,847,840.0,-7.0,0,0,,,,,,
536810,2015,2,5,4,EV,5161,N730EV,DTW,MCI,1205,1219.0,14.0,17.0,1236.0,139.0,115.0,93.0,629,1309.0,5.0,1324,1314.0,-10.0,0,0,,,,,,
2393635,2015,6,1,1,WN,1548,N473WN,LAX,SAT,1255,1253.0,-2.0,17.0,1310.0,165.0,167.0,146.0,1211,1736.0,4.0,1740,1740.0,0.0,0,0,,,,,,
3244762,2015,7,22,3,NK,877,N526NK,ATL,FLL,1002,958.0,-4.0,27.0,1025.0,116.0,129.0,96.0,581,1201.0,6.0,1158,1207.0,9.0,0,0,,,,,,
1877348,2015,4,30,4,MQ,2931,N830MQ,ORD,BMI,1034,1031.0,-3.0,22.0,1053.0,54.0,48.0,24.0,116,1117.0,2.0,1128,1119.0,-9.0,0,0,,,,,,
2295259,2015,5,26,2,UA,1461,N13718,EWR,IAH,1159,1154.0,-5.0,11.0,1205.0,230.0,230.0,204.0,1400,1429.0,15.0,1449,1444.0,-5.0,0,0,,,,,,
